order_id,user_id,product_id,order_date,quantity,amount,payment
O007474,U07145,P0152,2025-06-21,2,8.91,CreditCard
O007475,U01043,P0020,2025-03-20,3,58.65,Wechat
O007476,U07338,P0004,2025-03-31,1,39.87,CreditCard
O007477,U06232,P0075,2025-04-22,3,32.2,Alipay
O007478,U07328,P0180,2025-02-12,2,124.54,CreditCard
O007479,U03568,P0049,2025-04-14,4,40.36,CreditCard
O007480,U00431,P0130,2025-04-16,1,114.62,Wechat
O007481,U01737,P0029,2025-04-24,2,65.5,CreditCard
O007482,U05148,P0128,2025-03-14,4,70.03,Wechat
O007483,U05836,P0200,2025-06-18,1,41.88,CreditCard
O007484,U00746,P0033,2025-02-17,3,30.61,Wechat
O007485,U07924,P0037,2025-01-17,2,20.33,Wechat
O007486,U02107,P0037,2025-03-14,2,39.8,CreditCard
O007487,U03661,P0146,2025-04-05,4,39.41,Wechat
O007488,U02266,P0184,2025-06-16,3,48.78,Wechat
O007489,U04990,P0022,2025-05-22,3,16.3,Wechat
O007490,U06657,P0029,2025-02-24,1,37.41,Wechat
O007491,U07728,P0104,2025-04-21,4,61.17,Alipay
O007492,U06772,P0079,2025-06-23,4,70.03,CreditCard
O007493,U07992,P0011,2025-05-05,3,70.59,Wechat
O007494,U08636,P0155,2025-01-29,2,10.85,CreditCard
O007495,U01114,P0085,2025-05-29,1,35.04,Wechat
O007496,U08096,P0095,2025-01-31,3,90.64,CreditCard
O007497,U03931,P0033,2025-04-27,4,48.99,CreditCard
O007498,U08106,P0051,2025-01-16,2,19.02,Wechat
O007499,U06045,P0166,2025-03-24,4,22.51,CreditCard
O007500,U02979,P0003,2025-04-13,4,45.37,Alipay
O007501,U03445,P0034,2025-03-19,2,31.98,Alipay
O007502,U04954,P0186,2025-02-15,1,58.78,Alipay
O007503,U04680,P0138,2025-05-11,3,18.12,CreditCard
O007504,U09516,P0190,2025-04-07,3,69.98,Wechat
O007505,U04607,P0018,2025-04-25,2,16.62,Alipay
O007506,U08141,P0142,2025-06-15,4,81.84,Alipay
O007507,U00378,P0133,2025-01-07,2,38.58,Alipay
O007508,U07529,P0178,2025-06-15,1,102.38,CreditCard
O007509,U08155,P0018,2025-01-17,3,19.48,CreditCard
O007510,U05027,P0162,2025-03-08,3,41.75,Alipay
O007511,U02559,P0016,2025-01-13,1,81.58,CreditCard
O007512,U08339,P0067,2025-05-05,1,10.93,CreditCard
O007513,U04525,P0044,2025-03-07,2,24.03,Alipay
O007514,U09953,P0114,2025-03-01,1,62.29,Wechat
O007515,U07009,P0100,2025-04-14,2,13.51,Wechat
O007516,U08827,P0080,2025-03-15,3,22.27,Alipay
O007517,U01959,P0030,2025-04-28,3,89.11,CreditCard
O007518,U06671,P0020,2025-05-15,3,61.7,Wechat
O007519,U08025,P0044,2025-05-15,1,17.46,CreditCard
O007520,U03609,P0166,2025-04-23,1,40.76,Alipay
O007521,U04723,P0119,2025-04-25,4,36.67,CreditCard
O007522,U08485,P0113,2025-04-17,1,60.63,CreditCard
O007523,U02055,P0096,2025-03-16,3,51.78,Alipay
O007524,U03971,P0178,2025-03-02,4,49.54,CreditCard
O007525,U01677,P0164,2025-06-12,4,19.54,CreditCard
O007526,U01714,P0134,2025-05-13,1,62.65,Alipay
O007527,U05360,P0127,2025-04-17,1,37.14,Alipay
O007528,U05491,P0055,2025-01-31,4,22.12,Alipay
O007529,U05766,P0197,2025-06-10,4,31.55,Alipay
O007530,U09785,P0113,2025-06-19,4,60.55,Alipay
O007531,U07542,P0008,2025-06-13,2,12.76,CreditCard
O007532,U07242,P0122,2025-01-16,2,38.21,CreditCard
O007533,U06116,P0080,2025-01-15,4,62.5,Alipay
O007534,U00323,P0007,2025-02-23,4,50.98,Wechat
O007535,U01702,P0051,2025-05-05,3,76.35,Alipay
O007536,U07713,P0039,2025-01-27,1,16.61,Wechat
O007537,U02874,P0151,2025-03-31,3,35.33,Wechat
O007538,U09416,P0047,2025-06-13,2,21.78,CreditCard
O007539,U06258,P0092,2025-05-22,4,44.19,Alipay
O007540,U04233,P0033,2025-06-26,1,38.62,Wechat
O007541,U05603,P0094,2025-04-04,1,27.37,CreditCard
O007542,U05350,P0042,2025-06-10,2,35.63,Wechat
O007543,U04731,P0121,2025-05-08,3,80.07,CreditCard
O007544,U07063,P0091,2025-05-17,1,35.24,Alipay
O007545,U06612,P0167,2025-02-09,1,29.2,Alipay
O007546,U04419,P0195,2025-02-09,3,10.04,Wechat
O007547,U02531,P0079,2025-04-23,2,11.42,CreditCard
O007548,U00388,P0040,2025-02-04,2,36.18,Wechat
O007549,U04509,P0014,2025-02-02,1,29.42,Wechat
O007550,U04794,P0108,2025-01-01,1,54.34,CreditCard
O007551,U07498,P0011,2025-04-14,1,41.09,Wechat
O007552,U02563,P0088,2025-04-07,4,90.78,CreditCard
O007553,U01751,P0176,2025-01-16,3,75.87,CreditCard
O007554,U07559,P0132,2025-03-13,2,5.63,Alipay
O007555,U06738,P0160,2025-01-13,1,46.84,Alipay
O007556,U02790,P0113,2025-03-01,1,25.3,Alipay
O007557,U09398,P0015,2025-01-09,3,32.87,Wechat
O007558,U09388,P0031,2025-02-11,3,23.34,Alipay
O007559,U03197,P0185,2025-04-10,4,37.92,Wechat
O007560,U00018,P0096,2025-01-16,1,14.84,Alipay
O007561,U06504,P0011,2025-03-30,3,72.53,CreditCard
O007562,U01860,P0161,2025-04-10,1,14.94,CreditCard
O007563,U08518,P0139,2025-03-27,2,9.42,Alipay
O007564,U05755,P0172,2025-03-11,3,38.31,Wechat
O007565,U04097,P0102,2025-02-25,2,12.09,CreditCard
O007566,U01696,P0019,2025-03-09,4,35.93,CreditCard
O007567,U02796,P0009,2025-01-07,3,33.19,Wechat
O007568,U06149,P0146,2025-05-18,3,42.73,Alipay
O007569,U00559,P0192,2025-04-14,3,16.6,Alipay
O007570,U02356,P0106,2025-01-15,2,39.86,Wechat
O007571,U05941,P0025,2025-02-17,2,17.44,Wechat
O007572,U05162,P0120,2025-06-28,2,13.49,Wechat
O007573,U07746,P0097,2025-06-04,4,25.56,CreditCard
O007574,U06681,P0148,2025-02-15,1,41.97,Wechat
O007575,U07052,P0134,2025-03-28,2,35.69,Alipay
O007576,U04434,P0021,2025-03-01,4,16.8,CreditCard
O007577,U02919,P0070,2025-02-24,1,48.06,Wechat
O007578,U00765,P0127,2025-01-09,3,9.54,Alipay
O007579,U00742,P0021,2025-02-25,3,7.48,Alipay
O007580,U02720,P0044,2025-04-28,4,55.4,Wechat
O007581,U04159,P0120,2025-05-24,2,59.48,CreditCard
O007582,U08302,P0086,2025-06-02,4,31.29,CreditCard
O007583,U06558,P0188,2025-02-19,3,28.37,Alipay
O007584,U08860,P0043,2025-03-17,2,13.69,CreditCard
O007585,U01345,P0009,2025-04-12,3,72.51,Alipay
O007586,U07720,P0177,2025-04-11,2,70.75,CreditCard
O007587,U03497,P0116,2025-05-16,4,51.03,CreditCard
O007588,U01935,P0015,2025-05-13,1,47.38,Wechat
O007589,U00543,P0053,2025-01-17,1,34.94,CreditCard
O007590,U09512,P0045,2025-03-31,4,13.18,Wechat
O007591,U03646,P0136,2025-02-23,3,8.16,Alipay
O007592,U03447,P0038,2025-02-12,4,36.6,Alipay
O007593,U00725,P0086,2025-05-07,1,29.27,Alipay
O007594,U00492,P0135,2025-03-15,1,74.55,Alipay
O007595,U03066,P0062,2025-06-17,3,44.18,Alipay
O007596,U09986,P0141,2025-03-13,2,53.92,Alipay
O007597,U06714,P0065,2025-05-21,3,33.68,Wechat
O007598,U02775,P0029,2025-03-13,2,56.33,Alipay
O007599,U06004,P0102,2025-01-27,2,73.33,Alipay
O007600,U02127,P0080,2025-06-11,4,54.16,Alipay
O007601,U03218,P0064,2025-05-30,2,111.4,CreditCard
O007602,U07682,P0147,2025-05-31,3,55.48,Wechat
O007603,U04880,P0031,2025-02-03,4,13.13,CreditCard
O007604,U06317,P0020,2025-04-08,2,5.95,CreditCard
O007605,U07760,P0080,2025-01-09,4,50.64,CreditCard
O007606,U00827,P0019,2025-04-08,1,31.48,Wechat
O007607,U06009,P0110,2025-06-06,2,49.74,Alipay
O007608,U09618,P0022,2025-03-17,2,23.47,CreditCard
O007609,U04345,P0194,2025-01-12,4,37.78,Wechat
O007610,U00543,P0120,2025-05-06,1,31.27,Wechat
O007611,U06791,P0170,2025-06-08,3,29.13,Alipay
O007612,U00174,P0085,2025-01-09,4,100.73,Wechat
O007613,U02759,P0106,2025-03-24,3,42.08,Wechat
O007614,U04493,P0048,2025-04-26,3,108.72,Alipay
O007615,U05333,P0069,2025-06-20,4,28.62,Alipay
O007616,U08804,P0076,2025-01-03,4,22.75,Alipay
O007617,U09588,P0022,2025-01-23,1,33.23,CreditCard
O007618,U05247,P0104,2025-01-09,2,36.3,Alipay
O007619,U03050,P0046,2025-03-02,4,39.26,CreditCard
O007620,U09916,P0125,2025-04-14,3,27.6,Wechat
O007621,U08051,P0020,2025-01-30,2,16.69,CreditCard
O007622,U02945,P0030,2025-03-28,1,29.62,Alipay
O007623,U02808,P0183,2025-06-04,4,10.43,CreditCard
O007624,U09531,P0046,2025-04-27,4,40.35,Wechat
O007625,U04771,P0153,2025-04-14,2,36.26,Wechat
O007626,U09944,P0034,2025-02-07,1,18.08,Wechat
O007627,U08951,P0064,2025-03-31,1,36.63,Alipay
O007628,U07260,P0142,2025-01-19,1,43.28,Alipay
O007629,U01420,P0100,2025-05-03,4,22.9,Alipay
O007630,U07940,P0096,2025-04-14,2,79.53,Wechat
O007631,U04233,P0172,2025-02-10,1,20.59,Alipay
O007632,U03860,P0134,2025-05-14,2,37.33,Alipay
O007633,U08187,P0004,2025-04-21,2,12.14,CreditCard
O007634,U03849,P0056,2025-05-24,1,60.56,CreditCard
O007635,U08418,P0013,2025-03-14,1,26.3,Wechat
O007636,U08377,P0121,2025-02-19,2,68.82,Wechat
O007637,U01842,P0163,2025-04-11,4,98.34,Alipay
O007638,U02991,P0148,2025-06-12,1,111.7,Alipay
O007639,U06649,P0134,2025-04-17,1,4.18,Alipay
O007640,U00387,P0133,2025-06-14,3,87.59,CreditCard
O007641,U09648,P0124,2025-01-06,3,58.7,Alipay
O007642,U03909,P0086,2025-04-17,4,25.47,Wechat
O007643,U03055,P0013,2025-01-07,2,63.18,Wechat
O007644,U00222,P0094,2025-05-05,2,23.56,CreditCard
O007645,U06704,P0178,2025-02-21,4,75.56,CreditCard
O007646,U07707,P0072,2025-01-05,2,43.88,Wechat
O007647,U09181,P0040,2025-06-08,3,43.08,Wechat
O007648,U07416,P0057,2025-03-02,3,36.81,Wechat
O007649,U01827,P0037,2025-03-09,2,44.58,Wechat
O007650,U07366,P0074,2025-05-01,4,58.74,Wechat
O007651,U03731,P0146,2025-05-08,4,85.78,CreditCard
O007652,U02358,P0162,2025-02-14,2,61.08,CreditCard
O007653,U08247,P0186,2025-04-15,4,80.28,CreditCard
O007654,U05370,P0147,2025-03-13,4,14.64,Alipay
O007655,U06826,P0128,2025-02-10,2,55.23,CreditCard
O007656,U04037,P0157,2025-02-02,2,35.65,CreditCard
O007657,U09407,P0102,2025-03-05,3,77.17,CreditCard
O007658,U05069,P0037,2025-02-24,1,40.11,Wechat
O007659,U02849,P0121,2025-06-23,4,76.29,CreditCard
O007660,U05663,P0158,2025-01-22,4,66.52,CreditCard
O007661,U06824,P0027,2025-05-09,1,4.8,Wechat
O007662,U00418,P0129,2025-06-20,4,75.34,CreditCard
O007663,U00505,P0193,2025-05-10,1,175.08,CreditCard
O007664,U01023,P0144,2025-05-17,1,22.96,Alipay
O007665,U03406,P0160,2025-01-05,3,40.36,Wechat
O007666,U02900,P0186,2025-04-11,4,32.59,Alipay
O007667,U04951,P0069,2025-02-07,1,55.53,Alipay
O007668,U07929,P0048,2025-02-02,2,21.32,Alipay
O007669,U02230,P0067,2025-06-04,2,51.47,Alipay
O007670,U02194,P0060,2025-05-06,3,36.92,CreditCard
O007671,U07936,P0182,2025-06-30,1,61.91,Wechat
O007672,U01670,P0038,2025-02-17,3,13.59,Alipay
O007673,U02393,P0061,2025-03-31,1,1.76,Alipay
O007674,U01579,P0199,2025-01-13,2,12.96,Alipay
O007675,U03074,P0149,2025-06-08,3,24.63,Wechat
O007676,U04156,P0114,2025-05-26,4,47.05,Alipay
O007677,U06466,P0022,2025-01-25,4,33.37,Alipay
O007678,U01123,P0200,2025-06-29,2,85.02,Alipay
O007679,U06537,P0140,2025-01-02,3,74.44,Wechat
O007680,U05325,P0152,2025-03-17,2,11.74,Wechat
O007681,U09521,P0052,2025-02-27,1,34.3,Alipay
O007682,U00077,P0185,2025-04-20,2,73.87,CreditCard
O007683,U05304,P0119,2025-03-29,4,40.47,Wechat
O007684,U06654,P0148,2025-06-14,4,12.58,Alipay
O007685,U01077,P0123,2025-03-20,1,19.64,CreditCard
O007686,U01405,P0132,2025-01-24,1,54.62,Wechat
O007687,U00063,P0169,2025-02-04,2,20.64,Alipay
O007688,U09394,P0050,2025-02-09,3,79.16,Wechat
O007689,U01430,P0182,2025-05-30,4,6.42,CreditCard
O007690,U05401,P0103,2025-03-09,4,44.17,Alipay
O007691,U06731,P0199,2025-01-14,2,36.75,Wechat
O007692,U08333,P0149,2025-04-21,1,92.93,Alipay
O007693,U07506,P0097,2025-01-17,2,12.49,CreditCard
O007694,U05910,P0167,2025-04-18,2,47.29,Alipay
O007695,U09511,P0159,2025-06-08,4,45.47,Wechat
O007696,U06758,P0098,2025-06-02,4,24.5,CreditCard
O007697,U01007,P0104,2025-04-24,4,43.6,CreditCard
O007698,U03233,P0036,2025-02-17,2,24.93,Alipay
O007699,U09374,P0079,2025-03-12,3,51.56,CreditCard
O007700,U01707,P0089,2025-05-27,1,32.12,Alipay
O007701,U00075,P0116,2025-03-02,3,50.99,CreditCard
O007702,U04128,P0051,2025-03-10,4,34.37,Wechat
O007703,U01698,P0156,2025-03-17,3,66.54,Alipay
O007704,U03237,P0111,2025-02-09,2,34.26,Wechat
O007705,U07691,P0120,2025-05-08,4,86.35,Alipay
O007706,U02968,P0038,2025-03-11,3,80.83,Wechat
O007707,U04941,P0048,2025-01-26,4,68.94,Wechat
O007708,U09673,P0028,2025-06-15,2,29.98,Alipay
O007709,U01518,P0132,2025-02-19,2,33.0,CreditCard
O007710,U00463,P0148,2025-06-24,4,17.49,Wechat
O007711,U03343,P0114,2025-03-07,3,91.08,Wechat
O007712,U01654,P0084,2025-04-27,4,69.41,Wechat
O007713,U09682,P0046,2025-06-19,3,43.66,Alipay
O007714,U09168,P0061,2025-05-19,1,31.59,Alipay
O007715,U03372,P0130,2025-01-04,1,88.98,Wechat
O007716,U01657,P0122,2025-02-13,4,34.03,Wechat
O007717,U03396,P0081,2025-03-18,2,54.03,CreditCard
O007718,U03565,P0023,2025-03-24,1,38.38,Alipay
O007719,U03306,P0110,2025-06-16,4,35.59,CreditCard
O007720,U01073,P0058,2025-03-17,4,28.89,CreditCard
O007721,U09920,P0020,2025-04-23,4,33.96,CreditCard
O007722,U06238,P0017,2025-06-11,3,19.83,Wechat
O007723,U05706,P0195,2025-02-20,2,65.11,Alipay
O007724,U01395,P0161,2025-04-25,4,45.5,CreditCard
O007725,U03460,P0067,2025-04-02,3,46.28,Wechat
O007726,U08289,P0163,2025-06-13,2,45.12,Wechat
O007727,U01766,P0078,2025-03-24,4,35.88,Alipay
O007728,U09363,P0140,2025-04-16,3,84.55,Wechat
O007729,U02411,P0173,2025-06-26,3,31.68,Wechat
O007730,U02179,P0139,2025-04-12,1,23.68,CreditCard
O007731,U04174,P0152,2025-06-15,1,36.33,Alipay
O007732,U00681,P0177,2025-05-22,2,34.33,Wechat
O007733,U05679,P0078,2025-05-12,3,46.84,Alipay
O007734,U09121,P0173,2025-01-31,3,55.33,Alipay
O007735,U01639,P0176,2025-05-27,2,33.81,CreditCard
O007736,U08426,P0165,2025-06-19,4,77.56,Wechat
O007737,U02884,P0191,2025-04-20,1,42.06,Alipay
O007738,U09914,P0153,2025-03-17,1,53.62,Wechat
O007739,U05280,P0078,2025-01-28,3,12.84,Wechat
O007740,U01636,P0087,2025-04-18,2,38.28,Wechat
O007741,U07105,P0133,2025-02-25,1,23.83,Wechat
O007742,U07635,P0107,2025-02-27,3,28.63,CreditCard
O007743,U01340,P0099,2025-03-16,3,64.23,Alipay
O007744,U00178,P0110,2025-01-26,4,38.99,Alipay
O007745,U03712,P0062,2025-03-11,1,67.53,Alipay
O007746,U07932,P0006,2025-06-24,3,64.82,CreditCard
O007747,U06268,P0061,2025-06-27,1,59.74,Alipay
O007748,U08162,P0033,2025-01-21,4,56.54,CreditCard
O007749,U00067,P0124,2025-03-08,2,25.01,Alipay
O007750,U06142,P0193,2025-06-05,3,24.36,Wechat
O007751,U01770,P0045,2025-01-20,2,3.85,Alipay
O007752,U09746,P0197,2025-05-16,1,48.42,Alipay
O007753,U06355,P0170,2025-01-01,1,46.72,CreditCard
O007754,U09734,P0036,2025-04-26,2,61.81,Alipay
O007755,U00863,P0037,2025-04-25,1,40.5,Alipay
O007756,U07046,P0142,2025-01-23,4,37.69,Wechat
O007757,U01068,P0051,2025-06-06,4,38.26,CreditCard
O007758,U06178,P0166,2025-01-28,4,73.54,Alipay
O007759,U07410,P0162,2025-05-22,3,20.77,Alipay
O007760,U06310,P0143,2025-06-26,3,22.58,CreditCard
O007761,U04236,P0126,2025-03-08,2,33.47,Wechat
O007762,U02357,P0156,2025-01-30,4,24.44,CreditCard
O007763,U04043,P0089,2025-04-04,3,33.97,Wechat
O007764,U05345,P0086,2025-04-26,4,17.35,Wechat
O007765,U01685,P0101,2025-03-08,2,35.41,Alipay
O007766,U03834,P0076,2025-01-29,1,54.17,CreditCard
O007767,U03715,P0013,2025-03-11,4,42.57,CreditCard
O007768,U06204,P0033,2025-04-30,4,13.84,Alipay
O007769,U05664,P0073,2025-03-28,1,32.02,Alipay
O007770,U00941,P0151,2025-04-18,1,43.92,CreditCard
O007771,U04228,P0023,2025-03-17,4,62.58,Wechat
O007772,U01013,P0169,2025-04-02,2,38.21,CreditCard
O007773,U03222,P0101,2025-04-01,4,28.56,Alipay
O007774,U00922,P0188,2025-06-23,1,94.31,Wechat
O007775,U05278,P0085,2025-05-11,4,42.51,Wechat
O007776,U08567,P0194,2025-05-10,2,80.49,Wechat
O007777,U03443,P0030,2025-02-18,2,7.23,Wechat
O007778,U07005,P0159,2025-06-08,1,125.93,Alipay
O007779,U05058,P0056,2025-05-12,1,40.68,Wechat
O007780,U05977,P0138,2025-04-02,2,33.86,CreditCard
O007781,U09937,P0028,2025-05-29,4,40.62,Alipay
O007782,U04051,P0105,2025-04-30,3,16.67,CreditCard
O007783,U06420,P0132,2025-04-03,4,65.73,CreditCard
O007784,U02426,P0148,2025-06-18,2,61.14,Wechat
O007785,U04420,P0183,2025-03-27,4,44.38,Wechat
O007786,U06669,P0178,2025-05-05,4,33.37,Wechat
O007787,U02894,P0104,2025-04-18,1,58.2,CreditCard
O007788,U01259,P0025,2025-05-08,2,62.72,Alipay
O007789,U06078,P0112,2025-01-30,1,21.3,Wechat
O007790,U09781,P0088,2025-06-13,4,46.44,Alipay
O007791,U09921,P0050,2025-03-30,1,30.93,Alipay
O007792,U06964,P0013,2025-04-05,2,37.15,CreditCard
O007793,U05520,P0134,2025-05-26,1,132.2,CreditCard
O007794,U09944,P0033,2025-06-18,4,9.62,Alipay
O007795,U03858,P0106,2025-05-18,4,14.0,Wechat
O007796,U07565,P0147,2025-06-05,2,39.59,CreditCard
O007797,U05465,P0134,2025-02-08,2,10.53,Alipay
O007798,U04534,P0161,2025-06-27,2,8.42,Wechat
O007799,U03349,P0149,2025-04-25,3,90.51,CreditCard
O007800,U03594,P0077,2025-06-07,2,34.58,Wechat
O007801,U01945,P0145,2025-03-21,3,37.72,Alipay
O007802,U05837,P0019,2025-02-10,1,72.58,Alipay
O007803,U00544,P0185,2025-03-21,1,63.43,CreditCard
O007804,U06380,P0119,2025-04-13,4,13.14,Wechat
O007805,U09016,P0037,2025-03-21,2,60.14,Alipay
O007806,U00541,P0067,2025-05-07,2,47.1,Alipay
O007807,U06063,P0200,2025-01-06,3,70.33,Wechat
O007808,U07945,P0178,2025-06-21,1,36.49,CreditCard
O007809,U00324,P0120,2025-06-26,3,29.74,Wechat
O007810,U07568,P0065,2025-04-05,3,37.43,Alipay
O007811,U00820,P0060,2025-04-08,1,71.41,Alipay
O007812,U09345,P0114,2025-06-18,2,36.31,CreditCard
O007813,U01261,P0083,2025-05-06,3,25.99,CreditCard
O007814,U09549,P0001,2025-06-15,4,39.74,Wechat
O007815,U05794,P0181,2025-04-12,4,17.01,Wechat
O007816,U00379,P0073,2025-06-09,4,34.49,Alipay
O007817,U04596,P0059,2025-02-13,1,55.45,Alipay
O007818,U00685,P0093,2025-01-27,1,59.4,Alipay
O007819,U01025,P0183,2025-01-31,1,69.54,Alipay
O007820,U02506,P0132,2025-01-13,2,37.95,CreditCard
O007821,U00863,P0036,2025-02-08,3,64.67,CreditCard
O007822,U01443,P0082,2025-02-06,3,15.51,CreditCard
O007823,U00465,P0159,2025-02-23,1,16.53,Wechat
O007824,U05832,P0150,2025-02-15,1,94.08,Wechat
O007825,U01535,P0189,2025-01-17,3,81.41,Alipay
O007826,U07304,P0066,2025-04-23,3,18.54,Wechat
O007827,U00899,P0147,2025-06-07,4,96.6,CreditCard
O007828,U05276,P0095,2025-03-30,1,59.04,Wechat
O007829,U08258,P0124,2025-03-03,4,68.45,Wechat
O007830,U00458,P0159,2025-06-27,3,63.98,Alipay
O007831,U05652,P0127,2025-06-06,3,85.86,Alipay
O007832,U04800,P0198,2025-06-29,4,33.29,Alipay
O007833,U04640,P0140,2025-04-07,2,45.95,Alipay
O007834,U03800,P0098,2025-02-04,1,67.11,Wechat
O007835,U09144,P0063,2025-02-23,3,28.62,CreditCard
O007836,U06790,P0187,2025-03-20,2,38.57,Alipay
O007837,U00689,P0147,2025-01-17,1,47.42,Wechat
O007838,U03275,P0144,2025-03-16,2,50.82,Wechat
O007839,U04827,P0036,2025-05-24,3,17.51,Wechat
O007840,U01926,P0011,2025-02-23,2,83.61,Alipay
O007841,U04173,P0104,2025-01-13,4,55.64,CreditCard
O007842,U00673,P0149,2025-03-09,2,39.09,Wechat
O007843,U09273,P0164,2025-04-04,4,45.18,Wechat
O007844,U07952,P0031,2025-03-16,3,46.7,CreditCard
O007845,U03186,P0190,2025-05-04,4,58.86,Wechat
O007846,U03830,P0184,2025-03-14,2,47.19,CreditCard
O007847,U07437,P0011,2025-06-11,3,56.43,Wechat
O007848,U02489,P0185,2025-05-21,4,67.35,Wechat
O007849,U02615,P0137,2025-06-10,4,43.23,Wechat
O007850,U00277,P0172,2025-04-09,3,22.59,Alipay
O007851,U09323,P0049,2025-06-20,3,28.38,Wechat
O007852,U08653,P0018,2025-02-26,4,41.67,Alipay
O007853,U08537,P0163,2025-04-29,4,66.8,Wechat
O007854,U00447,P0022,2025-06-22,4,17.47,CreditCard
O007855,U03860,P0040,2025-01-16,2,57.16,CreditCard
O007856,U06540,P0062,2025-05-23,3,78.33,CreditCard
O007857,U00103,P0123,2025-06-24,3,72.5,CreditCard
O007858,U05831,P0172,2025-02-05,1,31.31,Alipay
O007859,U03929,P0082,2025-06-05,3,37.26,Alipay
O007860,U04431,P0080,2025-04-19,4,121.29,CreditCard
O007861,U09925,P0018,2025-01-17,1,44.39,CreditCard
O007862,U05713,P0049,2025-06-24,4,50.76,Alipay
O007863,U03029,P0178,2025-04-26,4,35.61,CreditCard
O007864,U09697,P0064,2025-04-11,3,48.44,CreditCard
O007865,U02664,P0101,2025-06-29,4,40.7,Alipay
O007866,U02570,P0170,2025-01-05,3,35.09,Wechat
O007867,U04300,P0180,2025-05-09,3,37.63,CreditCard
O007868,U03695,P0015,2025-02-06,2,30.11,Wechat
O007869,U05653,P0163,2025-05-02,1,64.8,CreditCard
O007870,U05256,P0067,2025-01-20,1,24.67,Wechat
O007871,U09856,P0012,2025-06-05,4,74.45,CreditCard
O007872,U03134,P0168,2025-01-07,2,11.94,CreditCard
O007873,U07853,P0094,2025-06-22,4,52.18,Wechat
O007874,U03958,P0097,2025-05-14,2,49.99,CreditCard
O007875,U09443,P0061,2025-03-29,2,67.0,CreditCard
O007876,U06275,P0007,2025-01-23,2,41.0,CreditCard
O007877,U03608,P0058,2025-05-04,2,13.21,Wechat
O007878,U07286,P0048,2025-05-14,4,29.31,Alipay
O007879,U04842,P0056,2025-03-23,3,77.17,CreditCard
O007880,U02917,P0014,2025-06-21,4,39.07,CreditCard
O007881,U06377,P0148,2025-03-18,2,15.43,Alipay
O007882,U09419,P0158,2025-05-14,2,76.54,CreditCard
O007883,U09132,P0061,2025-02-13,3,39.36,Alipay
O007884,U05427,P0089,2025-05-21,1,16.39,CreditCard
O007885,U01204,P0007,2025-02-16,1,45.58,Wechat
O007886,U05967,P0029,2025-06-24,3,82.56,CreditCard
O007887,U05050,P0078,2025-03-21,4,45.54,CreditCard
O007888,U09743,P0126,2025-03-21,3,110.58,Wechat
O007889,U04441,P0115,2025-01-02,2,18.91,Wechat
O007890,U09001,P0027,2025-04-04,3,66.28,Alipay
O007891,U02207,P0049,2025-01-04,4,33.75,Wechat
O007892,U07407,P0185,2025-01-27,1,26.49,Alipay
O007893,U00896,P0158,2025-03-26,1,42.63,Wechat
O007894,U04115,P0200,2025-03-30,3,43.88,CreditCard
O007895,U08678,P0153,2025-06-10,3,100.44,Wechat
O007896,U00427,P0020,2025-05-27,3,55.62,Wechat
O007897,U04495,P0002,2025-02-15,3,52.91,Wechat
O007898,U07976,P0059,2025-01-14,3,82.34,Wechat
O007899,U01108,P0196,2025-05-11,1,47.99,Wechat
O007900,U09789,P0193,2025-02-08,4,97.01,Alipay
O007901,U05597,P0153,2025-02-14,3,57.45,Alipay
O007902,U01875,P0092,2025-03-25,3,95.78,Wechat
O007903,U07591,P0055,2025-04-21,3,34.87,Wechat
O007904,U08092,P0015,2025-06-14,1,39.17,CreditCard
O007905,U03467,P0198,2025-04-20,2,76.88,Wechat
O007906,U02961,P0006,2025-06-29,2,43.51,Wechat
O007907,U07651,P0027,2025-03-31,1,47.28,Alipay
O007908,U08726,P0112,2025-04-20,1,47.74,CreditCard
O007909,U01935,P0045,2025-06-06,3,98.52,Wechat
O007910,U06847,P0074,2025-05-06,2,73.67,Wechat
O007911,U03508,P0054,2025-01-26,2,54.49,Alipay
O007912,U05696,P0148,2025-04-04,1,5.72,CreditCard
O007913,U06022,P0164,2025-02-15,1,4.5,Alipay
O007914,U02616,P0102,2025-03-31,1,33.15,Wechat
O007915,U09797,P0044,2025-05-29,3,56.78,CreditCard
O007916,U00539,P0154,2025-03-25,3,32.18,CreditCard
O007917,U04866,P0078,2025-05-26,3,75.6,Wechat
O007918,U05972,P0128,2025-03-18,2,18.27,Wechat
O007919,U03211,P0110,2025-04-23,1,57.54,Alipay
O007920,U02874,P0182,2025-05-23,4,20.91,Alipay
O007921,U08324,P0075,2025-04-17,3,39.06,Alipay
O007922,U05108,P0110,2025-05-20,1,22.28,Alipay
O007923,U09561,P0107,2025-04-22,3,34.95,Alipay
O007924,U08138,P0083,2025-06-19,1,108.15,Alipay
O007925,U01927,P0083,2025-01-02,4,25.77,CreditCard
O007926,U00857,P0094,2025-04-15,4,49.8,Alipay
O007927,U09521,P0154,2025-04-29,4,72.97,Alipay
O007928,U01092,P0087,2025-03-13,1,14.06,Wechat
O007929,U00086,P0150,2025-04-06,1,21.48,Alipay
O007930,U05430,P0036,2025-06-07,4,52.37,Alipay
O007931,U00046,P0117,2025-05-09,1,30.58,Alipay
O007932,U04299,P0109,2025-02-12,1,18.34,Alipay
O007933,U05851,P0128,2025-06-06,3,45.4,Wechat
