user_id,gender,age,city,register_date,user_level,source_channel
U01095,F,36,Nanjing,2025-02-06,Silver,Wechat
U01096,F,37,Hangzhou,2025-04-17,None,Wechat
U01097,M,40,Hangzhou,2025-01-20,None,Organic
U01098,F,50,Nanjing,2025-05-12,None,Douyin
U01099,F,51,Hangzhou,2025-04-05,None,XHS
U01100,M,20,Chengdu,2025-03-25,None,Wechat
U01101,F,33,Nanjing,2025-01-24,None,Organic
U01102,F,27,Chengdu,2025-06-20,Gold,XHS
U01103,F,53,Beijing,2025-01-17,Gold,Wechat
U01104,M,20,Hangzhou,2025-04-20,Silver,Wechat
U01105,F,44,Chengdu,2025-03-10,Silver,Douyin
U01106,F,34,Guangzhou,2025-03-14,Gold,Wechat
U01107,M,42,Guangzhou,2025-05-28,None,Organic
U01108,F,50,Nanjing,2025-05-05,Gold,Wechat
U01109,M,38,Shanghai,2025-01-13,None,Organic
U01110,F,53,Shanghai,2025-06-10,Silver,Douyin
U01111,M,32,Hangzhou,2025-02-01,None,Google
U01112,M,39,Hangzhou,2025-04-27,Silver,Wechat
U01113,M,30,Nanjing,2025-02-21,None,Wechat
U01114,M,41,Chengdu,2025-03-19,Gold,Douyin
U01115,M,20,Nanjing,2025-03-12,None,Wechat
U01116,F,18,Shanghai,2025-04-03,Gold,Douyin
U01117,M,46,Shanghai,2025-04-06,None,Douyin
U01118,F,38,Nanjing,2025-04-12,Silver,Wechat
U01119,M,37,Hangzhou,2025-06-29,None,Google
U01120,M,18,Nanjing,2025-06-17,None,Douyin
U01121,M,40,Beijing,2025-01-25,None,Wechat
U01122,M,41,Beijing,2025-05-03,Silver,XHS
U01123,M,49,Guangzhou,2025-06-01,Gold,Google
U01124,F,33,Shanghai,2025-06-24,Gold,Douyin
U01125,F,26,Chengdu,2025-01-03,None,Google
U01126,F,39,Nanjing,2025-01-31,Silver,Google
U01127,F,40,Shanghai,2025-02-03,Gold,Organic
U01128,F,20,Shanghai,2025-02-28,None,Douyin
U01129,M,26,Shenzhen,2025-01-27,None,Wechat
U01130,F,30,Beijing,2025-04-05,Silver,XHS
U01131,M,40,Nanjing,2025-04-08,None,Wechat
U01132,M,38,Shanghai,2025-06-23,Silver,Wechat
U01133,M,35,Guangzhou,2025-05-16,None,Wechat
U01134,M,47,Hangzhou,2025-06-16,None,Douyin
U01135,M,31,Nanjing,2025-03-31,None,Wechat
U01136,F,53,Guangzhou,2025-02-08,None,Douyin
U01137,F,28,Chengdu,2025-06-25,None,Douyin
U01138,M,36,Shanghai,2025-02-25,None,Wechat
U01139,M,41,Guangzhou,2025-02-05,Silver,Wechat
U01140,F,50,Hangzhou,2025-04-09,None,Wechat
U01141,M,27,Beijing,2025-03-22,None,Google
U01142,M,46,Beijing,2025-03-12,Silver,XHS
U01143,F,18,Chengdu,2025-05-22,Silver,Wechat
U01144,M,30,Chengdu,2025-06-26,Silver,XHS
U01145,F,46,Beijing,2025-06-18,None,Organic
U01146,M,34,Nanjing,2025-05-13,None,XHS
U01147,F,20,Nanjing,2025-04-11,None,Wechat
U01148,M,18,Hangzhou,2025-01-14,None,Google
U01149,M,42,Beijing,2025-04-09,Silver,XHS
U01150,M,46,Guangzhou,2025-05-08,Silver,Wechat
U01151,F,33,Shenzhen,2025-01-04,None,Wechat
U01152,F,18,Chengdu,2025-02-03,None,Organic
U01153,F,24,Shenzhen,2025-05-26,None,Douyin
U01154,M,19,Chengdu,2025-05-20,None,XHS
U01155,M,28,Shanghai,2025-05-01,None,XHS
U01156,M,35,Shanghai,2025-05-31,Gold,Douyin
U01157,M,49,Shanghai,2025-03-09,None,XHS
U01158,F,53,Guangzhou,2025-01-16,Gold,Wechat
U01159,F,35,Hangzhou,2025-03-15,None,Google
U01160,F,32,Shanghai,2025-06-29,None,Organic
U01161,M,46,Shenzhen,2025-06-13,None,Douyin
U01162,F,31,Shanghai,2025-01-22,None,Douyin
U01163,M,21,Chengdu,2025-05-11,None,Wechat
U01164,F,48,Hangzhou,2025-02-09,Silver,Douyin
U01165,M,19,Shenzhen,2025-05-31,Silver,XHS
U01166,F,45,Nanjing,2025-06-28,Silver,Douyin
U01167,M,32,Beijing,2025-03-03,None,Wechat
U01168,F,26,Shanghai,2025-01-23,Silver,Google
U01169,M,49,Shenzhen,2025-04-27,Silver,Douyin
U01170,M,54,Shanghai,2025-06-20,None,Wechat
U01171,M,24,Nanjing,2025-01-04,Silver,XHS
U01172,M,23,Hangzhou,2025-01-03,Silver,Organic
U01173,F,40,Beijing,2025-03-30,Silver,XHS
U01174,M,43,Nanjing,2025-04-06,Gold,Wechat
U01175,M,39,Chengdu,2025-03-10,Silver,XHS
U01176,F,30,Chengdu,2025-01-08,Silver,XHS
U01177,F,19,Guangzhou,2025-04-20,None,Organic
U01178,F,28,Nanjing,2025-01-17,None,Douyin
U01179,M,19,Hangzhou,2025-05-28,None,XHS
U01180,F,40,Shanghai,2025-04-27,Silver,Google
U01181,M,20,Shenzhen,2025-05-08,Gold,Wechat
U01182,F,18,Chengdu,2025-02-10,Silver,Google
U01183,M,38,Beijing,2025-01-27,Silver,Douyin
U01184,M,53,Shanghai,2025-05-11,Gold,Douyin
U01185,M,32,Shanghai,2025-01-04,Gold,XHS
U01186,F,23,Hangzhou,2025-05-01,Silver,Google
U01187,M,37,Chengdu,2025-02-08,None,XHS
U01188,F,18,Beijing,2025-01-10,None,Douyin
U01189,M,38,Hangzhou,2025-03-24,Gold,Google
U01190,F,23,Chengdu,2025-03-23,None,Douyin
U01191,F,46,Shanghai,2025-01-20,None,Wechat
U01192,M,35,Beijing,2025-05-09,Gold,Douyin
U01193,M,44,Hangzhou,2025-02-27,Platinum,XHS
U01194,F,48,Chengdu,2025-01-18,Gold,Wechat
U01195,F,20,Shenzhen,2025-03-14,Platinum,Douyin
U01196,F,32,Shanghai,2025-01-23,None,XHS
U01197,M,52,Shenzhen,2025-04-05,None,XHS
U01198,F,28,Nanjing,2025-05-25,None,Douyin
U01199,M,52,Hangzhou,2025-06-09,None,Douyin
U01200,F,41,Chengdu,2025-04-05,Silver,Google
U01201,M,49,Beijing,2025-02-20,None,Wechat
U01202,F,52,Shanghai,2025-01-02,Gold,XHS
U01203,F,27,Nanjing,2025-03-01,None,Douyin
U01204,M,46,Shenzhen,2025-06-27,Silver,XHS
U01205,F,27,Chengdu,2025-01-01,None,Wechat
U01206,M,36,Beijing,2025-03-20,Gold,XHS
U01207,M,51,Hangzhou,2025-05-16,None,Wechat
U01208,M,22,Beijing,2025-05-06,Platinum,Organic
U01209,M,21,Shanghai,2025-03-13,Gold,XHS
U01210,F,42,Nanjing,2025-03-01,Silver,Organic
U01211,F,35,Nanjing,2025-04-06,None,Organic
U01212,M,40,Guangzhou,2025-01-22,Gold,Wechat
U01213,F,40,Shanghai,2025-02-04,Silver,Wechat
U01214,M,27,Hangzhou,2025-06-01,Silver,Wechat
U01215,M,24,Beijing,2025-06-19,Silver,Douyin
U01216,F,29,Chengdu,2025-03-16,None,Wechat
U01217,F,34,Nanjing,2025-03-22,Gold,Douyin
U01218,F,37,Hangzhou,2025-03-25,Silver,Douyin
U01219,M,32,Shanghai,2025-03-11,Gold,Google
U01220,M,47,Chengdu,2025-02-21,Gold,Wechat
U01221,M,43,Beijing,2025-05-30,None,Douyin
U01222,M,54,Hangzhou,2025-01-28,Gold,Wechat
U01223,F,43,Hangzhou,2025-04-30,Silver,Douyin
U01224,F,39,Chengdu,2025-01-31,Silver,Douyin
U01225,F,43,Shenzhen,2025-02-23,None,Wechat
U01226,F,33,Chengdu,2025-04-29,Silver,Wechat
U01227,M,33,Beijing,2025-01-31,Gold,Organic
U01228,F,44,Chengdu,2025-06-25,Silver,Douyin
U01229,M,26,Beijing,2025-06-30,Platinum,Douyin
U01230,M,34,Shanghai,2025-03-25,Silver,Organic
U01231,F,25,Hangzhou,2025-03-05,Gold,Google
U01232,M,37,Nanjing,2025-05-12,None,XHS
U01233,F,29,Chengdu,2025-03-18,Gold,Organic
U01234,M,47,Hangzhou,2025-02-14,None,Wechat
U01235,M,51,Shanghai,2025-04-26,None,Douyin
U01236,M,51,Chengdu,2025-04-29,None,Douyin
U01237,M,41,Shanghai,2025-02-05,None,Douyin
U01238,M,54,Beijing,2025-01-16,Silver,Organic
U01239,F,25,Shenzhen,2025-02-20,None,Douyin
U01240,M,28,Guangzhou,2025-06-25,None,Douyin
U01241,F,47,Chengdu,2025-05-31,None,Google
U01242,M,45,Shanghai,2025-01-20,None,Wechat
U01243,F,49,Chengdu,2025-02-20,Platinum,Douyin
U01244,M,21,Chengdu,2025-02-02,None,XHS
U01245,M,41,Shanghai,2025-03-26,None,Douyin
U01246,M,19,Beijing,2025-04-29,Gold,Wechat
U01247,F,49,Chengdu,2025-05-27,None,XHS
U01248,F,27,Shanghai,2025-04-12,Silver,Douyin
U01249,F,52,Beijing,2025-04-08,None,Douyin
U01250,M,40,Beijing,2025-04-01,None,XHS
U01251,F,48,Hangzhou,2025-03-12,None,Wechat
U01252,M,51,Guangzhou,2025-02-08,None,Wechat
U01253,M,35,Nanjing,2025-06-08,Silver,Google
U01254,F,32,Hangzhou,2025-03-17,None,Douyin
U01255,F,30,Shanghai,2025-05-21,Platinum,Organic
U01256,F,37,Hangzhou,2025-01-23,None,Wechat
U01257,F,30,Beijing,2025-02-05,Silver,XHS
U01258,M,36,Nanjing,2025-06-14,Silver,Douyin
U01259,M,35,Hangzhou,2025-05-20,None,Wechat
U01260,F,42,Guangzhou,2025-04-02,Silver,Organic
U01261,F,34,Guangzhou,2025-05-05,Gold,Wechat
U01262,F,30,Hangzhou,2025-05-09,Silver,XHS
U01263,M,48,Shanghai,2025-03-11,None,Organic
U01264,M,25,Shanghai,2025-03-23,None,Wechat
U01265,M,45,Chengdu,2025-03-13,None,Organic
U01266,F,20,Chengdu,2025-05-01,None,Google
U01267,M,39,Beijing,2025-05-30,Silver,Wechat
U01268,M,25,Nanjing,2025-01-26,None,Google
U01269,F,49,Guangzhou,2025-03-03,Silver,XHS
U01270,M,29,Guangzhou,2025-01-15,Silver,Google
U01271,F,22,Chengdu,2025-04-10,None,Wechat
U01272,M,48,Beijing,2025-02-14,None,Organic
U01273,F,39,Chengdu,2025-06-01,Silver,Wechat
U01274,F,37,Guangzhou,2025-06-28,None,Douyin
U01275,F,53,Guangzhou,2025-01-08,None,XHS
U01276,M,34,Guangzhou,2025-05-25,None,Douyin
U01277,F,44,Guangzhou,2025-02-18,None,Douyin
U01278,M,25,Hangzhou,2025-03-21,Gold,Google
U01279,M,30,Shanghai,2025-01-10,None,XHS
U01280,M,42,Shanghai,2025-03-01,Silver,Wechat
U01281,F,35,Shanghai,2025-05-15,Silver,Wechat
U01282,M,30,Chengdu,2025-03-26,Silver,XHS
U01283,F,47,Nanjing,2025-02-03,None,Wechat
U01284,F,47,Shanghai,2025-02-15,None,XHS
U01285,M,36,Guangzhou,2025-01-06,Silver,Organic
U01286,M,27,Chengdu,2025-06-30,Silver,Douyin
U01287,F,47,Shanghai,2025-01-29,Silver,XHS
U01288,F,18,Guangzhou,2025-04-06,Silver,Google
U01289,F,33,Shenzhen,2025-01-26,None,Douyin
U01290,M,50,Beijing,2025-03-24,Silver,Organic
U01291,F,25,Nanjing,2025-04-22,None,Douyin
U01292,M,18,Nanjing,2025-03-23,Silver,Douyin
U01293,F,28,Beijing,2025-05-24,Silver,Wechat
U01294,M,50,Hangzhou,2025-06-20,None,Wechat
U01295,F,38,Beijing,2025-03-20,Gold,Organic
U01296,M,39,Nanjing,2025-02-15,None,Douyin
U01297,F,25,Chengdu,2025-05-27,Silver,Douyin
U01298,M,28,Beijing,2025-05-26,None,XHS
U01299,F,19,Chengdu,2025-06-04,Silver,Organic
U01300,M,45,Nanjing,2025-06-06,Silver,Wechat
U01301,M,45,Hangzhou,2025-05-25,Gold,Organic
U01302,F,21,Nanjing,2025-02-06,None,Organic
U01303,M,53,Shenzhen,2025-01-20,Platinum,Douyin
U01304,M,49,Nanjing,2025-03-23,Silver,XHS
U01305,F,36,Hangzhou,2025-01-23,None,XHS
U01306,F,45,Beijing,2025-01-03,None,XHS
U01307,M,50,Shenzhen,2025-03-05,Gold,Douyin
U01308,M,33,Nanjing,2025-03-07,None,Douyin
U01309,M,44,Hangzhou,2025-01-01,None,Douyin
U01310,F,29,Beijing,2025-04-23,None,XHS
U01311,F,42,Hangzhou,2025-04-16,Gold,Douyin
U01312,F,41,Shanghai,2025-03-31,None,Wechat
U01313,M,43,Beijing,2025-05-03,Silver,Douyin
U01314,M,36,Chengdu,2025-04-26,Gold,Google
U01315,F,44,Shanghai,2025-01-09,None,Douyin
U01316,F,29,Shanghai,2025-03-23,Gold,Douyin
U01317,F,51,Beijing,2025-01-19,Gold,XHS
U01318,M,29,Nanjing,2025-04-07,Gold,XHS
U01319,M,18,Shenzhen,2025-01-20,None,Wechat
U01320,F,20,Nanjing,2025-06-02,None,XHS
U01321,F,39,Nanjing,2025-01-08,None,XHS
U01322,F,32,Beijing,2025-02-12,Gold,Douyin
U01323,M,32,Shenzhen,2025-01-14,None,Douyin
U01324,M,22,Hangzhou,2025-02-22,None,Douyin
U01325,F,40,Nanjing,2025-06-28,Silver,Organic
U01326,F,45,Beijing,2025-03-14,Gold,Wechat
U01327,M,20,Hangzhou,2025-01-25,None,Wechat
U01328,F,25,Beijing,2025-05-27,Gold,Google
U01329,F,22,Shanghai,2025-01-14,None,Douyin
U01330,M,54,Shenzhen,2025-04-20,None,Organic
U01331,F,46,Beijing,2025-06-19,None,Organic
U01332,M,19,Beijing,2025-01-25,Silver,Douyin
U01333,F,47,Shanghai,2025-02-13,Gold,Douyin
U01334,M,43,Shenzhen,2025-05-02,Silver,Wechat
U01335,F,45,Hangzhou,2025-04-12,Platinum,Douyin
U01336,F,48,Shanghai,2025-06-19,Silver,Douyin
U01337,F,51,Beijing,2025-06-14,None,Douyin
U01338,F,29,Shenzhen,2025-04-05,Silver,Douyin
U01339,F,54,Shanghai,2025-02-17,Silver,Douyin
U01340,F,38,Hangzhou,2025-03-09,Silver,Douyin
U01341,M,52,Chengdu,2025-03-09,None,XHS
U01342,M,34,Beijing,2025-03-10,None,Douyin
U01343,M,34,Shanghai,2025-06-28,Gold,XHS
U01344,F,23,Chengdu,2025-06-21,Silver,Douyin
U01345,F,25,Chengdu,2025-05-19,Gold,Google
U01346,M,44,Guangzhou,2025-05-31,Silver,Douyin
U01347,F,52,Chengdu,2025-01-16,None,Wechat
U01348,F,40,Guangzhou,2025-05-14,Silver,Douyin
U01349,F,22,Guangzhou,2025-06-25,None,Douyin
U01350,F,35,Shenzhen,2025-03-02,None,Organic
U01351,F,31,Chengdu,2025-01-21,None,XHS
U01352,M,32,Shanghai,2025-01-09,Silver,Organic
U01353,M,52,Beijing,2025-04-25,None,XHS
U01354,M,53,Beijing,2025-02-24,Silver,Organic
U01355,F,41,Shanghai,2025-01-11,Silver,XHS
U01356,F,18,Beijing,2025-06-24,None,Google
U01357,M,23,Chengdu,2025-06-10,Silver,Wechat
U01358,F,32,Shenzhen,2025-06-02,None,Douyin
U01359,M,33,Hangzhou,2025-01-18,Gold,Douyin
U01360,F,43,Guangzhou,2025-05-23,None,Organic
U01361,F,48,Guangzhou,2025-03-25,None,XHS
U01362,M,32,Chengdu,2025-04-28,Silver,Organic
U01363,F,19,Shanghai,2025-06-29,Gold,Organic
U01364,M,33,Beijing,2025-04-17,None,Google
U01365,M,35,Shanghai,2025-05-26,None,Google
U01366,M,51,Chengdu,2025-05-25,Gold,Douyin
U01367,F,22,Hangzhou,2025-03-15,None,Organic
U01368,F,21,Nanjing,2025-03-09,Silver,Wechat
U01369,F,35,Shanghai,2025-05-05,None,Wechat
U01370,F,26,Hangzhou,2025-02-14,None,Wechat
U01371,F,20,Shanghai,2025-02-06,Gold,Wechat
U01372,F,49,Nanjing,2025-04-12,Platinum,XHS
U01373,M,36,Nanjing,2025-03-02,None,Wechat
U01374,F,23,Shenzhen,2025-05-02,None,Douyin
U01375,F,39,Chengdu,2025-01-06,Silver,Douyin
U01376,F,20,Shenzhen,2025-03-19,Platinum,Douyin
U01377,M,31,Chengdu,2025-05-06,Silver,Douyin
U01378,M,26,Shenzhen,2025-02-28,None,Wechat
U01379,F,22,Shenzhen,2025-04-24,None,Wechat
U01380,M,47,Beijing,2025-04-17,Silver,Douyin
U01381,M,42,Chengdu,2025-04-24,Silver,Wechat
U01382,F,47,Chengdu,2025-04-15,None,Douyin
U01383,F,31,Chengdu,2025-05-13,None,XHS
U01384,M,27,Shanghai,2025-01-15,None,Douyin
U01385,F,38,Beijing,2025-03-21,Gold,XHS
U01386,M,34,Beijing,2025-05-15,None,Organic
U01387,M,29,Chengdu,2025-02-19,None,Organic
U01388,M,28,Shanghai,2025-01-15,None,Douyin
U01389,M,52,Shenzhen,2025-04-27,None,Wechat
U01390,M,23,Shenzhen,2025-06-30,Silver,XHS
U01391,F,29,Guangzhou,2025-04-05,None,Wechat
U01392,M,19,Nanjing,2025-04-12,None,Wechat
U01393,M,32,Shenzhen,2025-01-08,None,Organic
U01394,F,29,Beijing,2025-05-06,None,Douyin
U01395,F,34,Shenzhen,2025-05-02,None,Google
U01396,F,22,Nanjing,2025-02-11,None,Douyin
U01397,M,46,Shenzhen,2025-06-26,Silver,Douyin
U01398,F,40,Shanghai,2025-01-08,None,Google
U01399,M,54,Chengdu,2025-02-11,Silver,XHS
U01400,M,36,Nanjing,2025-02-26,None,Douyin
U01401,F,54,Nanjing,2025-02-22,Silver,Douyin
U01402,M,37,Chengdu,2025-04-15,Silver,XHS
U01403,M,19,Hangzhou,2025-06-24,None,Wechat
U01404,M,22,Guangzhou,2025-02-03,Gold,Wechat
U01405,M,36,Shenzhen,2025-01-03,Silver,Douyin
U01406,F,46,Nanjing,2025-06-05,None,XHS
U01407,F,53,Hangzhou,2025-06-14,None,Douyin
U01408,F,23,Hangzhou,2025-04-07,Gold,Google
U01409,M,37,Hangzhou,2025-03-06,Silver,Google
U01410,F,35,Guangzhou,2025-03-19,None,Wechat
U01411,M,28,Guangzhou,2025-01-27,None,Wechat
U01412,F,46,Guangzhou,2025-06-19,Platinum,Douyin
U01413,F,26,Shenzhen,2025-06-15,None,Organic
U01414,M,36,Hangzhou,2025-06-25,None,XHS
U01415,F,52,Shenzhen,2025-01-17,Silver,Organic
U01416,F,36,Chengdu,2025-06-13,Platinum,Google
U01417,F,27,Nanjing,2025-03-12,None,XHS
U01418,F,34,Beijing,2025-06-16,Silver,Wechat
U01419,M,48,Shanghai,2025-02-08,Silver,Google
U01420,F,38,Nanjing,2025-06-03,Silver,Douyin
U01421,M,29,Nanjing,2025-03-23,None,Organic
U01422,F,45,Shenzhen,2025-01-07,None,Wechat
U01423,F,24,Hangzhou,2025-03-08,None,Organic
U01424,M,36,Guangzhou,2025-04-10,None,Organic
U01425,M,28,Shenzhen,2025-05-27,Gold,XHS
U01426,F,44,Nanjing,2025-02-26,Silver,Wechat
U01427,F,33,Chengdu,2025-04-02,None,Douyin
U01428,M,37,Shenzhen,2025-02-13,None,Google
U01429,F,27,Beijing,2025-01-25,Silver,Douyin
U01430,M,30,Nanjing,2025-03-08,Silver,Wechat
U01431,M,54,Beijing,2025-03-27,Silver,Douyin
U01432,M,37,Nanjing,2025-04-01,Silver,Douyin
U01433,F,33,Chengdu,2025-03-20,None,XHS
U01434,F,19,Shenzhen,2025-03-26,None,Douyin
U01435,F,43,Hangzhou,2025-05-30,None,Douyin
U01436,F,51,Shanghai,2025-01-31,Gold,XHS
U01437,M,19,Hangzhou,2025-06-12,None,Wechat
U01438,M,41,Chengdu,2025-02-19,None,Wechat
U01439,F,31,Guangzhou,2025-06-24,None,Google
U01440,F,54,Shanghai,2025-03-18,Silver,Wechat
U01441,M,41,Beijing,2025-02-08,None,Wechat
U01442,F,54,Guangzhou,2025-03-29,Silver,XHS
U01443,M,29,Shenzhen,2025-04-28,None,Organic
U01444,M,53,Hangzhou,2025-02-16,Silver,Google
U01445,M,53,Shenzhen,2025-03-27,Silver,XHS
U01446,M,53,Shanghai,2025-06-12,Silver,Wechat
U01447,F,40,Beijing,2025-04-26,None,Douyin
U01448,M,22,Hangzhou,2025-02-13,Silver,Wechat
U01449,M,31,Guangzhou,2025-01-23,None,Douyin
U01450,F,29,Hangzhou,2025-04-22,None,Wechat
U01451,F,31,Hangzhou,2025-04-20,None,Douyin
U01452,M,32,Guangzhou,2025-01-02,None,Google
U01453,F,51,Shanghai,2025-02-21,None,Organic
U01454,M,40,Shanghai,2025-03-24,Silver,Google
U01455,M,32,Nanjing,2025-06-23,Gold,Douyin
U01456,M,52,Nanjing,2025-03-05,None,Douyin
U01457,F,40,Beijing,2025-03-30,Gold,Organic
U01458,F,37,Guangzhou,2025-01-27,Silver,Wechat
U01459,F,23,Beijing,2025-05-31,Gold,XHS
U01460,M,19,Shenzhen,2025-01-17,Silver,XHS
U01461,F,42,Nanjing,2025-03-16,None,XHS
U01462,F,40,Hangzhou,2025-05-14,None,Google
U01463,M,41,Shenzhen,2025-06-25,None,Douyin
U01464,F,33,Chengdu,2025-05-06,Platinum,Wechat
U01465,M,18,Chengdu,2025-02-18,None,XHS
U01466,M,18,Beijing,2025-04-14,None,Wechat
U01467,M,23,Beijing,2025-02-27,Silver,Wechat
U01468,M,50,Shanghai,2025-01-06,Silver,Douyin
U01469,M,44,Hangzhou,2025-04-04,None,Wechat
U01470,F,37,Chengdu,2025-06-13,Silver,Organic
U01471,M,36,Guangzhou,2025-05-17,Silver,Wechat
U01472,M,30,Nanjing,2025-01-13,Silver,Google
U01473,M,45,Nanjing,2025-01-06,None,Wechat
U01474,F,39,Hangzhou,2025-01-30,None,Douyin
U01475,M,25,Guangzhou,2025-04-08,Platinum,Douyin
U01476,F,43,Nanjing,2025-03-06,None,Douyin
U01477,M,26,Nanjing,2025-02-09,None,Douyin
U01478,M,29,Shenzhen,2025-06-25,None,Douyin
U01479,M,28,Nanjing,2025-04-18,Silver,Google
U01480,F,51,Guangzhou,2025-05-14,None,Wechat
U01481,M,45,Hangzhou,2025-06-05,Gold,Google
U01482,M,24,Shenzhen,2025-01-27,Silver,XHS
U01483,M,42,Hangzhou,2025-01-30,Silver,Google
U01484,M,29,Chengdu,2025-02-20,None,Organic
U01485,M,41,Shenzhen,2025-03-09,Gold,Organic
U01486,F,21,Shenzhen,2025-06-30,None,Google
U01487,M,28,Guangzhou,2025-02-11,None,Wechat
U01488,M,40,Nanjing,2025-05-08,None,Wechat
U01489,F,43,Beijing,2025-05-04,Gold,XHS
U01490,M,50,Nanjing,2025-01-01,Silver,Douyin
U01491,M,47,Chengdu,2025-01-23,None,Douyin
U01492,F,47,Beijing,2025-05-27,Gold,Organic
U01493,M,42,Nanjing,2025-01-24,None,XHS
U01494,F,40,Nanjing,2025-01-26,None,Wechat
U01495,F,34,Shenzhen,2025-03-01,Platinum,Douyin
U01496,F,27,Shanghai,2025-03-09,None,Wechat
U01497,M,44,Chengdu,2025-01-26,None,Douyin
U01498,F,51,Shenzhen,2025-01-11,None,Wechat
U01499,F,43,Hangzhou,2025-06-23,None,Douyin
U01500,M,26,Chengdu,2025-01-30,None,Douyin
U01501,M,41,Chengdu,2025-01-12,Gold,Wechat
U01502,M,44,Shenzhen,2025-02-05,Silver,Douyin
U01503,F,45,Guangzhou,2025-04-02,None,Douyin
U01504,M,48,Shenzhen,2025-03-10,Silver,Douyin
U01505,M,43,Shanghai,2025-03-29,None,Wechat
U01506,F,47,Hangzhou,2025-04-13,None,XHS
U01507,F,29,Nanjing,2025-03-11,Gold,Google
U01508,F,24,Nanjing,2025-05-03,Silver,XHS
U01509,M,43,Beijing,2025-02-12,Platinum,Douyin
U01510,M,23,Chengdu,2025-06-28,Silver,Google
U01511,M,36,Hangzhou,2025-02-10,Silver,Wechat
U01512,F,54,Chengdu,2025-06-01,None,Organic
U01513,F,27,Beijing,2025-05-26,Gold,Organic
U01514,F,44,Chengdu,2025-06-06,None,Organic
U01515,M,29,Chengdu,2025-04-02,Gold,Douyin
U01516,M,32,Hangzhou,2025-06-25,Silver,Douyin
U01517,M,35,Hangzhou,2025-05-05,Silver,Organic
U01518,M,54,Shanghai,2025-04-23,Gold,Google
U01519,F,48,Shanghai,2025-03-08,Gold,Google
U01520,M,35,Nanjing,2025-06-30,None,Wechat
U01521,M,41,Hangzhou,2025-03-28,Silver,Google
U01522,M,23,Hangzhou,2025-06-19,None,XHS
U01523,F,38,Beijing,2025-03-30,None,Organic
U01524,M,31,Shanghai,2025-05-23,None,XHS
U01525,M,26,Guangzhou,2025-06-14,None,Google
U01526,F,22,Chengdu,2025-05-01,Silver,Google
U01527,M,49,Chengdu,2025-02-12,Gold,Wechat
U01528,F,32,Beijing,2025-05-06,Silver,Douyin
U01529,F,20,Shanghai,2025-03-26,None,Douyin
U01530,M,32,Guangzhou,2025-05-10,Silver,XHS
U01531,F,30,Hangzhou,2025-06-14,Platinum,Organic
U01532,M,25,Hangzhou,2025-03-02,Gold,Douyin
U01533,F,21,Shanghai,2025-04-24,None,Douyin
U01534,F,25,Shenzhen,2025-05-08,Silver,Wechat
U01535,F,26,Nanjing,2025-01-31,Silver,Organic
U01536,M,24,Shanghai,2025-06-17,None,Douyin
U01537,F,39,Shanghai,2025-04-14,Silver,Wechat
U01538,M,18,Chengdu,2025-05-23,None,Wechat
U01539,F,25,Guangzhou,2025-01-24,None,Douyin
U01540,M,29,Nanjing,2025-05-24,Platinum,Google
U01541,F,31,Shenzhen,2025-06-21,None,XHS
U01542,M,23,Chengdu,2025-04-04,Silver,Organic
U01543,F,35,Shenzhen,2025-02-27,Gold,Douyin
U01544,F,45,Nanjing,2025-05-24,None,Douyin
U01545,F,45,Nanjing,2025-06-18,Silver,XHS
U01546,M,26,Shanghai,2025-04-26,None,Douyin
U01547,M,50,Shanghai,2025-06-18,None,Organic
U01548,F,20,Chengdu,2025-03-29,Platinum,Wechat
U01549,F,41,Guangzhou,2025-06-12,None,XHS
U01550,F,30,Nanjing,2025-05-14,None,Douyin
U01551,M,35,Beijing,2025-01-28,Silver,Wechat
U01552,M,29,Chengdu,2025-05-07,None,Douyin
U01553,M,28,Shenzhen,2025-04-15,Gold,XHS
U01554,M,43,Beijing,2025-06-06,Gold,Google
U01555,F,41,Beijing,2025-01-31,None,XHS
U01556,M,39,Nanjing,2025-04-28,None,Google
U01557,M,35,Chengdu,2025-03-28,Gold,Douyin
U01558,M,50,Nanjing,2025-04-17,Gold,Google
U01559,M,54,Chengdu,2025-06-22,Silver,Douyin
U01560,F,52,Nanjing,2025-04-26,None,Wechat
U01561,M,40,Hangzhou,2025-05-31,Silver,Douyin
U01562,M,45,Guangzhou,2025-01-02,Silver,XHS
U01563,F,25,Guangzhou,2025-04-21,None,Organic
U01564,M,38,Nanjing,2025-02-15,None,Douyin
U01565,M,18,Hangzhou,2025-02-02,None,XHS
U01566,F,40,Guangzhou,2025-06-18,None,XHS
U01567,F,47,Guangzhou,2025-04-09,Gold,XHS
U01568,M,32,Shenzhen,2025-06-27,None,XHS
U01569,F,40,Shenzhen,2025-04-12,None,Douyin
U01570,M,41,Beijing,2025-04-26,Silver,Douyin
U01571,F,24,Chengdu,2025-04-16,Silver,Wechat
U01572,F,23,Nanjing,2025-06-29,None,Wechat
U01573,M,48,Beijing,2025-05-22,None,Wechat
U01574,F,30,Nanjing,2025-02-23,None,XHS
U01575,M,45,Nanjing,2025-03-30,Silver,Wechat
U01576,M,42,Guangzhou,2025-06-16,None,XHS
U01577,F,28,Nanjing,2025-05-19,None,Wechat
U01578,F,28,Guangzhou,2025-01-30,Silver,Organic
U01579,F,52,Nanjing,2025-05-03,None,Douyin
U01580,F,41,Chengdu,2025-05-17,Silver,Organic
